"","Country.Code","Country.Name","Year","CO2","GNI","Indicator.CO2.unit","Indicator.GNI.unit","Region","IncomeGroup","SpecialNotes","log_CO2","log_GNI"
"12","ABW","Aruba",1974,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"13","ABW","Aruba",1964,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"14","ABW","Aruba",1992,1723.49,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.45210658379329,NA
"15","ABW","Aruba",1993,1771.161,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.47939054274176,NA
"16","ABW","Aruba",1991,1928.842,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.5646751018269,NA
"17","ABW","Aruba",1970,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"18","ABW","Aruba",1996,1811.498,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.50190940627711,NA
"19","ABW","Aruba",1997,1851.835,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.52393231836455,NA
"20","ABW","Aruba",1998,1668.485,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.41967130804014,NA
"21","ABW","Aruba",1987,447.374,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",6.10339493382245,NA
"22","ABW","Aruba",1960,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"23","ABW","Aruba",1961,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"24","ABW","Aruba",1962,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"25","ABW","Aruba",1963,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"26","ABW","Aruba",1978,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"27","ABW","Aruba",1965,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"28","ABW","Aruba",1966,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"29","ABW","Aruba",1994,1763.827,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.47524115919495,NA
"30","ABW","Aruba",1995,1782.162,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.48558251298968,NA
"31","ABW","Aruba",1969,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"32","ABW","Aruba",2007,2357.881,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.76551861332681,NA
"33","ABW","Aruba",2008,2288.208,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.73552425745862,NA
"34","ABW","Aruba",2009,2295.542,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.73872426018929,NA
"35","ABW","Aruba",2010,2321.211,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.74984431123336,NA
"36","ABW","Aruba",2011,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"37","ABW","Aruba",2012,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"38","ABW","Aruba",2013,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"39","ABW","Aruba",2003,2255.205,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.72099615689571,NA
"40","ABW","Aruba",1979,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"41","ABW","Aruba",1980,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"42","ABW","Aruba",1981,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"43","ABW","Aruba",1982,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"44","ABW","Aruba",1983,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"45","ABW","Aruba",1984,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"46","ABW","Aruba",2001,2236.87,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.71283284625655,NA
"47","ABW","Aruba",2002,2255.205,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.72099615689571,NA
"48","ABW","Aruba",1999,1683.153,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.42842409914973,NA
"49","ABW","Aruba",2000,2233.203,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.71119215679909,NA
"50","ABW","Aruba",2005,2273.54,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.72909336712833,NA
"51","ABW","Aruba",2006,2273.54,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.72909336712833,NA
"52","ABW","Aruba",1967,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"53","ABW","Aruba",2004,2258.872,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",7.72262085262271,NA
"54","ABW","Aruba",2014,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"55","ABW","Aruba",1968,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000.",NA,NA
"56","AFG","Afghanistan",1994,1320.12,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.18547792053934,NA
"57","AFG","Afghanistan",1969,942.419,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.84844997398441,NA
"58","AFG","Afghanistan",1967,1283.45,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.15730704357265,NA
"59","AFG","Afghanistan",1968,1224.778,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.11051488206589,NA
"60","AFG","Afghanistan",1972,1532.806,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.33485532161395,NA
"61","AFG","Afghanistan",1973,1639.149,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.40193248370276,NA
"62","AFG","Afghanistan",1974,1917.841,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.55895535315411,NA
"63","AFG","Afghanistan",1993,1375.125,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.2262999150596,NA
"64","AFG","Afghanistan",2002,359.366,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",5.88434136775976,NA
"65","AFG","Afghanistan",2003,583.053,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.36827809130942,NA
"66","AFG","Afghanistan",2004,733.4,210,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.59769125563723,5.34710753071747
"67","AFG","Afghanistan",2005,1015.759,250,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.92339139527653,5.52146091786225
"68","AFG","Afghanistan",1966,1092.766,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.99646737559459,NA
"69","AFG","Afghanistan",1965,1008.425,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.91614498675576,NA
"70","AFG","Afghanistan",1995,1268.782,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.14581266414691,NA
"71","AFG","Afghanistan",1970,1672.152,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.42186669860358,NA
"72","AFG","Afghanistan",1971,1895.839,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.54741676359762,NA
"73","AFG","Afghanistan",2010,8236.082,510,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",9.01628002438758,6.23441072571837
"74","AFG","Afghanistan",2011,NA,570,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",NA,6.3456363608286
"75","AFG","Afghanistan",2012,NA,690,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",NA,6.5366915975913
"76","AFG","Afghanistan",2013,NA,700,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",NA,6.5510803350434
"77","AFG","Afghanistan",1975,2126.86,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.66240199262965,NA
"78","AFG","Afghanistan",1976,1987.514,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.59463989052884,NA
"79","AFG","Afghanistan",1977,2390.884,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.77941845101584,NA
"80","AFG","Afghanistan",1978,2159.863,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.67780007274078,NA
"81","AFG","Afghanistan",1979,2240.537,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.71447084826078,NA
"82","AFG","Afghanistan",1980,1760.16,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.47315999299113,NA
"83","AFG","Afghanistan",2007,1991.181,330,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.59648320902312,5.79909265446053
"84","AFG","Afghanistan",2008,3927.357,370,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",8.27572195953694,5.91350300563827
"85","AFG","Afghanistan",2009,6523.593,460,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",8.78318057675502,6.13122648948314
"86","AFG","Afghanistan",1984,2830.924,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.94835843911397,NA
"87","AFG","Afghanistan",1985,3509.319,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",8.16317728054214,NA
"88","AFG","Afghanistan",1986,3142.619,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",8.05281180768697,NA
"89","AFG","Afghanistan",1987,3124.284,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",8.04696041591851,NA
"90","AFG","Afghanistan",1988,2867.594,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.9612286296345,NA
"91","AFG","Afghanistan",1989,2775.919,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.92873714252664,NA
"92","AFG","Afghanistan",1961,491.378,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",6.1972136890401,NA
"93","AFG","Afghanistan",1990,2676.91,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.89241842323163,NA
"94","AFG","Afghanistan",1991,2493.56,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.82146668725934,NA
"95","AFG","Afghanistan",1992,1426.463,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.26295323270763,NA
"96","AFG","Afghanistan",2006,1338.455,270,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.",7.19927124267168,5.59842195899838
