"","Country.Code","Country.Name","Year","CO2","GNI","Indicator.CO2.unit","Indicator.GNI.unit","Region","IncomeGroup","SpecialNotes"
"27","ABW","Aruba",1975,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"28","ABW","Aruba",1976,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"29","ABW","Aruba",2003,2255.205,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"30","ABW","Aruba",2004,2258.872,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"31","ABW","Aruba",2005,2273.54,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"32","ABW","Aruba",2006,2273.54,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"33","ABW","Aruba",2010,2321.211,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"34","ABW","Aruba",2011,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"35","ABW","Aruba",2012,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"36","ABW","Aruba",2013,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"37","ABW","Aruba",2014,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"38","ABW","Aruba",1977,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"39","ABW","Aruba",1978,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"40","ABW","Aruba",2000,2233.203,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"41","ABW","Aruba",2001,2236.87,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"42","ABW","Aruba",1981,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"43","ABW","Aruba",1982,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"44","ABW","Aruba",1979,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"45","ABW","Aruba",1980,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"46","ABW","Aruba",1997,1851.835,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"47","ABW","Aruba",2002,2255.205,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"48","ABW","Aruba",1983,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"49","ABW","Aruba",1996,1811.498,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"50","ABW","Aruba",1992,1723.49,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"51","ABW","Aruba",1993,1771.161,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"52","ABW","Aruba",1990,1840.834,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"53","ABW","Aruba",1991,1928.842,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"54","ABW","Aruba",1994,1763.827,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"55","ABW","Aruba",1995,1782.162,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","Latin America & Caribbean","High income: nonOECD","SNA data for 2000-2011 are updated from official government statistics; 1994-1999 from UN databases. Base year has changed from 1995 to 2000."
"56","AFG","Afghanistan",1964,839.743,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"57","AFG","Afghanistan",1987,3124.284,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"58","AFG","Afghanistan",2013,NA,700,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"59","AFG","Afghanistan",1986,3142.619,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"60","AFG","Afghanistan",2010,8236.082,510,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"61","AFG","Afghanistan",1988,2867.594,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"62","AFG","Afghanistan",1965,1008.425,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"63","AFG","Afghanistan",2009,6523.593,460,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"64","AFG","Afghanistan",1961,491.378,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"65","AFG","Afghanistan",2011,NA,570,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"66","AFG","Afghanistan",2012,NA,690,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"67","AFG","Afghanistan",1960,414.371,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"68","AFG","Afghanistan",2005,1015.759,250,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"69","AFG","Afghanistan",1962,689.396,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"70","AFG","Afghanistan",1963,707.731,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"71","AFG","Afghanistan",2002,359.366,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"72","AFG","Afghanistan",1967,1283.45,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"73","AFG","Afghanistan",1968,1224.778,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"74","AFG","Afghanistan",1969,942.419,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"75","AFG","Afghanistan",1970,1672.152,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"76","AFG","Afghanistan",1971,1895.839,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"77","AFG","Afghanistan",1972,1532.806,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"78","AFG","Afghanistan",1973,1639.149,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"79","AFG","Afghanistan",1974,1917.841,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"80","AFG","Afghanistan",1975,2126.86,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"81","AFG","Afghanistan",2003,583.053,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"82","AFG","Afghanistan",2006,1338.455,270,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"83","AFG","Afghanistan",2007,1991.181,330,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"84","AFG","Afghanistan",2008,3927.357,370,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"85","AFG","Afghanistan",1980,1760.16,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"86","AFG","Afghanistan",1981,1983.847,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"87","AFG","Afghanistan",1982,2101.191,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"88","AFG","Afghanistan",1983,2522.896,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"89","AFG","Afghanistan",1984,2830.924,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"90","AFG","Afghanistan",1985,3509.319,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"91","AFG","Afghanistan",1999,832.409,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"92","AFG","Afghanistan",2000,781.071,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"93","AFG","Afghanistan",2001,645.392,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"94","AFG","Afghanistan",2014,NA,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"95","AFG","Afghanistan",2004,733.4,210,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"96","AFG","Afghanistan",1977,2390.884,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"97","AFG","Afghanistan",1966,1092.766,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"98","AFG","Afghanistan",1993,1375.125,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"99","AFG","Afghanistan",1994,1320.12,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"100","AFG","Afghanistan",1995,1268.782,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"101","AFG","Afghanistan",1996,1199.109,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"102","AFG","Afghanistan",1997,1114.768,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
"103","AFG","Afghanistan",1998,1056.096,NA,"CO2 emissions (kt)","GNI per capita, Atlas method (current US$)","South Asia","Low income","Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy."
